x,y
-10.0,96.28845719205869
-9.797979797979798,96.76704352929391
-9.595959595959595,73.94047990379188
-9.393939393939394,84.33349468950423
-9.191919191919192,76.71496972327789
-8.98989898989899,72.8128043374572
-8.787878787878787,63.45574323098722
-8.585858585858587,62.54622263930476
-8.383838383838384,57.939243108024286
-8.181818181818182,58.93474440163908
-7.979797979797979,63.871461087013515
-7.777777777777778,55.597988092239405
-7.575757575757576,46.89849887450727
-7.373737373737374,39.233339600132624
-7.171717171717171,41.7032715406166
-6.96969696969697,40.14630354874776
-6.767676767676768,46.765424998037936
-6.565656565656566,38.08835658095653
-6.363636363636363,43.335809625943696
-6.161616161616162,24.655990744199553
-5.959595959595959,38.992001866873565
-5.757575757575758,20.021840314050724
-5.555555555555555,25.978320769957364
-5.353535353535354,16.27551915617042
-5.151515151515151,28.32599583556155
-4.94949494949495,11.029364058385664
-4.747474747474747,17.064143269826275
-4.545454545454546,13.17559942169179
-4.343434343434343,23.868490038817647
-4.141414141414142,21.440068345138858
-3.9393939393939394,13.912859390652038
-3.737373737373738,13.922708003371277
-3.5353535353535355,8.78988043082377
-3.333333333333333,-0.9691611379687153
-3.1313131313131315,3.7633747873924817
-2.929292929292929,10.419414001470379
-2.7272727272727275,13.044668454672294
-2.525252525252525,8.20681288480702
-2.3232323232323235,1.2944374978779818
-2.121212121212121,7.45291232759496
-1.9191919191919187,-0.1532255071823867
-1.717171717171718,4.805004162968859
-1.5151515151515156,-5.967221126503519
-1.3131313131313131,3.819022871763276
-1.1111111111111107,3.4447407903188276
-0.9090909090909101,-1.5661308252305988
-0.7070707070707076,2.6294728696812286
-0.5050505050505052,4.7910785624673
-0.30303030303030276,4.951008210161877
-0.10101010101010033,2.674421069625501
0.10101010101010033,10.40624581087868
0.30303030303030276,10.180719463781486
0.5050505050505052,-2.5828995885577157
0.7070707070707076,8.97874766004532
0.9090909090909083,3.88883541176889
1.1111111111111107,-4.197290090234126
1.3131313131313131,-3.714921388485542
1.5151515151515156,7.569947111339728
1.7171717171717162,-2.37352135310571
1.9191919191919187,-1.1808593525384055
2.121212121212121,6.547433283112784
2.3232323232323235,3.0727957988070767
2.525252525252524,15.752058388851319
2.7272727272727266,3.9387659598087907
2.929292929292929,3.3891177880048797
3.1313131313131315,11.730993274044717
3.333333333333334,16.51201698908951
3.5353535353535346,9.408176224755668
3.737373737373737,14.005339524769882
3.9393939393939394,16.771564289385317
4.141414141414142,26.077285479376975
4.3434343434343425,19.48972994225315
4.545454545454545,23.45208622919415
4.747474747474747,23.6248962112803
4.94949494949495,34.59882988372965
5.1515151515151505,38.2137303737972
5.353535353535353,31.749407381360122
5.555555555555555,31.368428833118887
5.757575757575758,39.08177145096909
5.9595959595959584,34.0722986324198
6.161616161616163,40.343149350987034
6.363636363636363,45.902158703608876
6.565656565656564,46.95906005342238
6.767676767676768,62.048456654140175
6.969696969696969,66.06441561856991
7.171717171717173,65.44137746509962
7.373737373737374,53.96608126720386
7.575757575757574,60.169129193472244
7.777777777777779,70.13096280633533
7.979797979797979,66.36978819972134
8.18181818181818,85.11656928402802
8.383838383838384,69.77077321833995
8.585858585858585,90.69607595556741
8.787878787878789,94.1918943491597
8.98989898989899,89.64948562370988
9.19191919191919,85.055058099628
9.393939393939394,91.8545879379418
9.595959595959595,109.39455849264584
9.7979797979798,110.11750921868834
10.0,106.6253987857712
