x1,x2,y
-0.15189189099109768,0.9891022322833135,0
-0.16320508568066755,-0.3333031871492892,1
-0.27821509571918107,0.11871309347643066,1
-0.5431058274612777,0.051938778368931016,1
-1.008680156919281,0.3467432438717642,0
-0.13679170910041777,0.3994836488228943,1
0.22958165701518174,0.3218367180427085,1
-0.07924781171431913,0.9999452085034748,0
0.6114427315040631,0.42087818619892375,0
-0.33446016472330575,-0.031335919129256526,1
0.9049373510046961,-0.37249846789029717,0
0.017850077094108685,-0.38630534517375004,1
0.17154909643012672,0.23685473044960878,1
0.17224978935332216,-0.216785743152913,1
0.14604571050901174,0.32579718560877435,1
-0.0022676714078353616,0.4296020590506726,1
0.8851416230278657,-0.4805556072501738,0
-0.8721507346631272,-0.3284082187420717,0
-0.22129440697679092,1.097763779164619,0
-0.2884280217341715,-0.2681272064571708,1
1.0934031182956239,0.07587759148681397,0
-0.8765322982997567,0.1791147136507761,0
-0.26739105266640084,-0.2603410967751085,1
-0.08337332429923083,0.8915892895300399,0
-0.29456288327553887,1.0883231929925044,0
0.8856637977873862,0.35885133027758526,0
0.2672265144840174,0.3481310906939622,1
0.3957923449888212,-0.1302300790244224,1
0.38939549510813404,-0.2191458022255232,1
-0.13094127795719204,0.3905272185958999,1
-0.34035806880072694,-0.15872035197087866,1
-0.35810443175272033,0.2572439804684305,1
-0.23959373238724926,0.31760149360443557,1
0.08970861106745771,0.4776351315198171,1
-0.7646434721782427,0.7318709371222233,0
0.10380289567580409,-0.47207382281989996,1
0.7444348427220326,0.5980866224462758,0
-0.7628176624333117,0.4751106860256771,0
-0.46335394119785367,0.8994396455728115,0
-0.9271627351091796,-0.23894402000529383,0
-0.9296455149686337,-0.4803692146459859,0
0.29819573145889594,0.358736292711937,1
-0.3123971574175592,-0.31867649334079917,1
0.7249675029229209,0.40390412661356034,0
0.21506575296191927,-0.19419287638187815,1
0.07122947037761472,-0.4592518252038343,1
0.3065537909564688,-0.9443648247813845,0
0.20738573651229786,-0.2766791541168924,1
-0.40518471724960825,-0.21957191572124818,1
0.3010795555206455,0.07109212604714055,1
0.05403076986232369,0.5555720532958381,1
-0.33644580034310195,1.0682114381895729,0
0.0853309719165629,0.9627777842588257,0
-0.34227597406735555,0.27629929296775874,1
0.4165731226505559,0.9747648208423754,0
0.2040032861035526,0.24937256948504907,1
-0.3170366572413321,-0.22261497313764425,1
-0.04095119225397175,-0.9738104830712041,0
-0.7549018744687558,-0.514759217823038,0
-0.33945203299668775,-0.02262639650622464,1
0.245465282918511,0.9971293923834076,0
-0.370388669215519,-0.1508989154583022,1
-0.5066857287661681,-0.13755090637854994,1
-0.43860758524028526,-0.09979137276553751,1
-0.4103850501883932,0.164343136384331,1
0.6608185232286015,-0.6521329824636504,0
0.8314878730818706,-0.6474998652793333,0
0.21031714868132123,-0.49587698592152707,1
1.0960771139666705,-0.1311782544219181,0
-0.5238449388596701,-0.7334571611618942,0
-1.097682688672052,-0.023387607205266284,0
0.8530897283005275,-0.2650500143108441,0
-0.424857948517563,-0.9360612224394118,0
-0.31484155205337644,0.1580619199698271,1
0.43489805391623537,-0.8948282029581822,0
0.6780636542419505,-0.8177111303978805,0
-0.13165696005765698,-0.5202387744970467,1
-0.3229243501891037,1.0743542772444805,0
-1.0426845961113356,-0.05612007020497157,0
0.334360168445848,0.4965110970221755,1
-0.5218535108705225,-0.31058383801594125,1
0.3607090327875651,-0.21614340597713677,1
-0.2961744143334084,0.16646759950245116,1
0.9821446222699315,0.2914254676800515,0
0.39850005500123986,0.8584580978087861,0
0.8958046268085148,0.5424644860005651,0
-0.5614171445158437,-0.7563883926330939,0
0.006814384953151105,-0.5587696843711534,1
0.07426735457278716,-0.7691743533665765,0
-1.1240145987729488,-0.22269032077039244,0
-1.056660656975369,-0.3995221595233962,0
-0.4514961583391264,-0.6447908226469728,0
0.3995174163966237,-0.1591099791759233,1
0.1771451969099172,-0.911949416736423,0
0.059712330767721866,-0.9434989194949062,0
0.5372448220831946,-0.9104677125700459,0
-0.1643270462275129,-1.0002672631864693,0
-0.322820245235084,-0.004356162293699256,1
-0.054570753340717426,-0.1318774369645878,1
-0.02240463889803431,-0.41130373657023417,1
0.2784997897309469,0.39664009353593443,1
0.6660353217549541,-0.5767552029704087,0
1.036819821908453,-0.01142714234367894,0
0.3283680176408088,-0.015434452110493324,1
-0.21576911337994611,0.21643778526783325,1
